project,file,loc,nclones,nsequences,maxseqlen
koreader_t1,testdir/koreader/frontend\ui\widget\keyvaluepage.lua,705,162,9,4
koreader_t1,testdir/koreader/frontend\ui\widget\linewidget.lua,39,10,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\linkbox.lua,63,1,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\listview.lua,127,3,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\logindialog.lua,113,10,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\menu.lua,1398,455,12,4
koreader_t1,testdir/koreader/frontend\ui\widget\multiconfirmbox.lua,189,19,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\multiinputdialog.lua,156,38,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\naturallightwidget.lua,433,228,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\notification.lua,145,7,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\numberpickerwidget.lua,283,43,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\openwithdialog.lua,194,56,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\overlapgroup.lua,87,23,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\pathchooser.lua,145,65,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\physicalkeyboard.lua,172,19,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\progresswidget.lua,198,68,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\qrmessage.lua,114,5,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\qrwidget.lua,54,7,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\radiobutton.lua,176,25,5,4
koreader_t1,testdir/koreader/frontend\ui\widget\radiobuttontable.lua,162,22,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\rectspan.lua,15,0,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\screensaverwidget.lua,94,9,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\screenshoter.lua,103,7,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\scrollhtmlwidget.lua,211,128,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\scrolltextwidget.lua,329,65,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\skimtowidget.lua,419,332,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\sortwidget.lua,535,265,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\textviewer.lua,280,38,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\timewidget.lua,225,37,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\toggleswitch.lua,255,29,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\touchmenu.lua,908,223,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\trapwidget.lua,161,11,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\verticalgroup.lua,78,23,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\verticalscrollbar.lua,116,27,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\verticalspan.lua,14,0,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\virtualkeyboard.lua,912,469,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\widget.lua,75,3,0,0
koreader_t1,testdir/koreader/frontend\ui\wikipedia.lua,1393,172,3,4
